"SFM1H" "SFM2H" "SFM3H" "MEL1H" "MEL2H" "MEL3H"
"comp57576_seq0" 0 0 0 0 0 0
"comp34109_seq0" 0 0 0 0 0 0
"comp7105_seq1" 199.41 168.87 228.28 140.42 233.6 177.71
"comp16483_seq0" 19 26 23 32 43 52
"comp21606_seq0" 7 7 7 1 4 2
"comp41388_seq0" 0 3 0 0 0 0
"comp20787_seq0" 12 15 4 29 39 54
"comp17304_seq0" 20 2 34 28 27 5
"comp1404_seq4" 74.41 0 32.13 10.71 107.58 0
"comp2756_seq0" 580 357 734 567 693 626
"comp2298_seq0" 1155 236 114 1154 1413 821
"comp5175_seq1" 0 123.64 0 0 0 0
"comp30545_seq0" 8 11 6 1 3 11
"comp25898_seq0" 3 0 2 5 6 7
"comp22916_seq0" 12 19 25 9 26 32
"comp56398_seq0" 0 0 0 0 0 0
"comp48499_seq0" 1 0 1 0 0 0
"comp49589_seq0" 0 0 0 3 0 2
"comp42066_seq0" 0 4 0 1 0 3
"comp32581_seq0" 7 0 2 0 0 0
"comp37961_seq0" 0 0 0 0 0 2
"comp49090_seq0" 0 0 1 3 0 5
"comp574_seq3" 364.73 308.11 588.67 558.35 638.13 622.85
"comp32767_seq0" 5 8 8 4 11 1
"comp27945_seq0" 0 0 3 3 4 0
"comp40619_seq0" 5 0 17 1 12 0
"comp1702_seq2" 81.39 80.78 55.26 150.67 118.2 130.62
"comp46304_seq0" 2 0 2 3 4 1
"comp47483_seq0" 2 2 0 1 1 2
"comp44247_seq0" 4 2 0 1 0 0
"comp33938_seq0" 4 0 1 0 0 0
"comp47817_seq0" 0 6 0 0 0 0
"comp28634_seq0" 1 7 2 1 0 0
"comp44538_seq0" 0 0 1 0 0 0
"comp735_seq1" 149.3 41.39 79.28 228.61 173.79 247.41
"comp44605_seq0" 1 3 1 0 2 0
"comp33960_seq0" 0 1 0 0 4 2
"comp35739_seq0" 0 0 0 0 0 1
"comp12583_seq0" 26 10.79 40.77 4 16 7
"comp16844_seq0" 15 29 70 14 37 65
"comp17963_seq0" 6 0 4 3 5 1
"comp26013_seq0" 1 0 1 4 19 2
"comp44560_seq0" 0 0 2 0 2 0
"comp52175_seq0" 0 0 1 0 0 0
"comp19128_seq1" 12.93 15.63 16.22 13.42 36.52 16
"comp5516_seq2" 55.95 49.69 55.26 88.06 100.86 60.35
"comp56152_seq0" 0 2 0 0 1 0
"comp14399_seq0" 16 22 26 20 23 31
"comp18769_seq0" 5 0 5 24 2 3
"comp27435_seq0" 10.89 9.57 6.72 9.07 21.46 24.59
"comp4900_seq1" 38.98 13 48.75 21.88 28.57 20
"comp26136_seq0" 4 12 8 13 11 10
"comp37194_seq0" 0 0 12.41 8.08 6 5
"comp51763_seq0" 7 0 0 1 0 0
"comp36725_seq0" 1 7 1 5 0 1
"comp1230_seq2" 201.08 162.23 141.83 94.35 175.59 87.85
"comp55987_seq0" 0 0 0 1 0 0
"comp26502_seq0" 9 2 5 1 10 5
"comp5125_seq0" 75 35 59 34 60 44
"comp51478_seq0" 0 0 0 1 0 1
"comp40958_seq0" 3 2 0 0 7 2.04
"comp15296_seq0" 0 1 4 7 2 0
"comp24719_seq0" 2 6 1 0 1 5
"comp3151_seq1" 161.35 82.67 178.57 161.57 129.39 129.84
"comp7262_seq0" 97 72 74 82 92 112
"comp39215_seq0" 0 0 1 0 0 1
"comp1231_seq0" 212.7 279.25 235.22 221.4 152.98 202.32
"comp57539_seq0" 0 0 0 0 0 0
"comp3114_seq1" 263 150 322 323 377 377
"comp34572_seq0" 0 0 0 0 0 0
"comp1591_seq1" 1 0 6 1 0 1
"comp9120_seq1" 17 7 14 21 16 7
"comp12386_seq0" 8 2 2 6 1 0
"comp49454_seq0" 0 0 0 0 0 4
"comp28188_seq0" 0 0 4 0 1 0
"comp20705_seq0" 0 0 5 1 1 0
"comp43972_seq0" 0 0 0 2 0 0
"comp33448_seq0" 1 0 0 1 13 0
"comp28226_seq0" 4 2 1 0 2 0
"comp4695_seq1" 49.05 27.99 29.05 24.81 54.96 70.51
"comp23889_seq0" 9 0 1 15 1 0
"comp30522_seq0" 0 0 1 3 0 2
"comp2279_seq0" 29 33 36 15 22 14
"comp44670_seq1" 3 1 17 0 4 2
"comp20997_seq0" 8 17 18 5 13 21
"comp9707_seq1" 59 30 61.66 97 130.95 78
"comp47575_seq0" 0 2 0 2 1 6
"comp13804_seq0" 24 32 30 15 23 20
"comp6076_seq0" 63 66 83 90 84 110
"comp6916_seq1" 118.46 44.16 108.94 170.16 142.46 182.97
"comp3349_seq0" 242 199 334 157 126 139
"comp22748_seq0" 0 1 0.35 0 0 0
"comp15526_seq0" 34 17 13 8 14 8
"comp49842_seq0" 1 1 3 1 0 0
"comp26069_seq0" 0 0 6 7 10 0
"comp17919_seq0" 21 27 17 25 23 27
"comp19016_seq0" 4 0 4 0 0 4
"comp377_seq2" 857.5 1133.57 838.92 634.88 689.45 362.25
"comp45906_seq0" 0 0 1 1 0 0
"comp12475_seq0" 1.05 4.15 2.08 24.91 92.86 19.69
"comp43034_seq0" 3 0 0 0 3 0
"comp53053_seq0" 0 0 0 2 0 0
"comp39358_seq0" 0 0 0 0 0 7
"comp8317_seq0" 16 2 13 23 9 27
"comp7326_seq0" 6.56 3.53 24.04 64.75 2.81 21
"comp7766_seq1" 112 115 181 104 135 131
"comp52847_seq0" 1 0 0 2 0 0
"comp7623_seq1" 288 251.01 336 276 290.02 238
"comp43344_seq0" 4 0 0 6 0 6
"comp30490_seq0" 5 9 1 2 2 1
"comp35095_seq0" 6 1 3 3 1 0
"comp40663_seq0" 2 0 1 0 6 0
"comp30874_seq0" 1 1 4 1 0 0
"comp34824_seq0" 2 1 0 0 5 5
"comp19302_seq0" 7 1 20 11 10 10
"comp31926_seq0" 4 0 0 4 0 0
"comp28596_seq0" 2 6 16 17 15 37
"comp8125_seq1" 27.82 23.45 45.5 14.2 31.14 26.53
"comp30292_seq0" 0 1 0 2 1 4
"comp5780_seq0" 30 51 28 20 25 45
"comp53873_seq0" 2.91 0 3.41 0 5.14 2.77
"comp37602_seq0" 0 1 2 8 1 0
"comp36408_seq0" 0 0 0 0 0 1
"comp45210_seq0" 1 0 1 0 2 0
"comp2642_seq1" 183.73 95.04 95.95 152.51 206.3 86.47
"comp11178_seq0" 42 28 78 30 41 19
"comp50801_seq0" 0 0 0 0 0 0
"comp16250_seq0" 12.83 0 0 0 0 0
"comp29924_seq0" 1 3 1 2 2 3
"comp14745_seq0" 24 14 36 16 15 38
"comp11841_seq0" 19 9 16 8 19 9
"comp38711_seq0" 1 0 0 1 1 1
"comp45412_seq0" 1 2 0 0 0 0
"comp42139_seq0" 0 0 0 0 1 0
"comp39131_seq0" 2 0 0 0 3 0
"comp30054_seq0" 0 0 4 1 0 0
"comp15323_seq0" 14 1 10 7 1 5
"comp23112_seq0" 8 16 8 15 8 190
"comp16452_seq0" 26 41 66 54 52 66
"comp3843_seq2" 50 41 78.09 71 100.22 108
"comp1347_seq1" 608.46 366.9 496.37 502.44 848.23 623.46
"comp17658_seq0" 37 15 50 42 56 41
"comp24478_seq0" 15 4 11 6 23 12
"comp2425_seq0" 76 76 71 54 141 125
"comp9785_seq1" 20.32 33.08 11.98 21.67 24.17 8.09
"comp35321_seq0" 0 0 0 0 3 10
"comp23542_seq0" 0 0 0 1 0 0
"comp19133_seq0" 1 8 4 12 1 3
"comp20428_seq0" 2 2 2 3 2 9
"comp18713_seq0" 0 0 0 0 1 169
"comp45167_seq0" 0 0 0 0 0 0
"comp51719_seq0" 0 0 0 5 2 2
"comp31843_seq0" 0 0 0 1 0 0
"comp3133_seq3" 164.87 181.72 281.44 126.58 150.5 77.82
"comp961_seq0" 1070.55 467 898.17 1296.86 1329.91 1220.75
"comp28393_seq0" 0 0 0 0 1 0
"comp31897_seq1" 3 1 5 0 1 1
"comp24763_seq0" 6 8 7 2 0 4
"comp41301_seq0" 0 0 0 7 0 0
"comp43251_seq0" 0 0 0 0 0 5
"comp18833_seq1" 4 0 0 13.84 13.75 10.05
"comp5585_seq2" 22 20.98 0 24.83 27.98 34.98
"comp32635_seq0" 0 2 1 0 7 1
"comp7673_seq0" 191 101 198 270 265 296
"comp9993_seq1" 0 0 28.43 0 21.66 19.59
"comp4065_seq1" 285 281 188 366 392 444
"comp27389_seq0" 2 12 5 7 4 2
"comp2584_seq0" 444.58 270.57 132.38 393.68 231.8 392.47
"comp5634_seq0" 10 4 7 11 7 9
"comp8688_seq0" 120.3 112 109.62 115.4 135.99 111.72
"comp11499_seq2" 35.27 14.64 17.27 22.62 22.32 29.18
"comp49825_seq0" 0 0 1 0 0 0
"comp8175_seq0" 9.2 17 20 31.26 33 26
"comp2252_seq1" 107.61 98 79 56.45 114 146.6
"comp39192_seq0" 2 1 2 2 6 0
"comp32508_seq0" 5 1 0 4 0 7
"comp46658_seq0" 0 0 0 1 0 0
"comp47452_seq0" 1 0 0 2 2 1
"comp15618_seq0" 16 15 8 20 9 14
"comp6026_seq1" 74 124 109 147 178 227
"comp9212_seq0" 7 8 8 12 29 37
"comp47250_seq0" 0 0 0 0 3 0
"comp31484_seq0" 2 3 0 0 3 27
"comp58018_seq0" 0 0 0 0 0 1
"comp56027_seq0" 0 0 1 0 0 0
"comp50_seq2" 1 1 5 2 1 0
"comp45564_seq0" 0 0 0 0 0 0
"comp38610_seq0" 0 0 0 0 0 1
"comp2475_seq1" 365.45 281.32 278.42 431.02 465.83 423.54
"comp29486_seq0" 1 0 2 8 0 3
"comp31559_seq0" 0 0 1 1 7 0
"comp53429_seq0" 0 0 0 5 0 2
"comp10233_seq0" 130 67 76 129 130 121
"comp999_seq2" 775.38 693.71 505.27 428.59 377.58 351.22
"comp43317_seq0" 0 0 0 0 2 0
"comp52814_seq0" 0 0 0 0 0 0
"comp2941_seq0" 440 190 873 261 332 380
"comp54606_seq0" 0 1 0 0 1 0
"comp42176_seq0" 0 0 0 0 0 0
"comp250_seq0" 6138.89 4575.54 5800.04 11220.85 3317.73 4153
"comp14722_seq0" 44 26 65 43 41 59
"comp37227_seq0" 0 2 0 0 1 0
"comp46919_seq0" 6 2 0 0 0 3
"comp52065_seq0" 0 0 0 0 3 0
"comp41193_seq0" 0 0 1 1 0 0
"comp33702_seq0" 0 1 1 1 2 2
"comp23525_seq0" 6 13 2 12 25 5
"comp272_seq1" 3574.35 2573.4 4839.53 3326.9 5087.44 4510.57
"comp28101_seq0" 0 0 0 0 0 0
"comp15959_seq0" 0 1 9 0 0 0
"comp7577_seq2" 1.02 9 6.83 7.19 6.56 5.46
"comp2260_seq6" 0 0 0 0 0 0
"comp30231_seq0" 0 1 1 5 2 2
"comp7115_seq3" 38.05 51.97 35.29 51.04 52.88 44.33
"comp3363_seq1" 341.62 338.15 468.15 461.44 396.51 479.39
"comp3723_seq0" 255.38 312.72 355.24 168.62 280.36 156.24
"comp13758_seq0" 0 4 1 0 3 11
"comp56183_seq0" 0 0 0 0 0 0
"comp3666_seq0" 92 132 2185 194 453 251
"comp58551_seq0" 0 0 0 0 0 0
"comp16575_seq0" 14.08 27.94 25.3 8 60.95 3.41
"comp25362_seq0" 1 0 0 0 0 0
"comp56862_seq0" 0 0 0 0 0 0
"comp32776_seq0" 8 2 4 3 10 4
"comp5390_seq1" 517 273 546 650 589 1122
"comp32820_seq0" 4 0 0 2 1 0
"comp10496_seq2" 89 61 94 58 88 90
"comp11791_seq0" 70 90 93 37 44 20
"comp14895_seq0" 37 18 5 13 8 3
"comp37088_seq0" 0 0 0 3 6 0
"comp42077_seq0" 2 2 5 0 0 0
"comp49668_seq0" 0 0 1 0 0 0
"comp8643_seq0" 104 77 3 10 156 5
"comp10684_seq0" 131 97 136 93 149 159
"comp15024_seq0" 3 6 0 5 10 6
"comp19514_seq0" 14 0 35 11 33 4
"comp21311_seq0" 1 2 0 6 8 2
"comp7145_seq0" 108.81 34.59 102.73 135.55 118.01 127.7
"comp49630_seq0" 0 0 0 0 2 0
"comp30353_seq0" 1 0 0 0 0 1
"comp43536_seq0" 0 0 0 1 3 0
"comp25200_seq0" 1 6 14 0 0 3
"comp10351_seq0" 39 80 0 2 1 98
"comp34936_seq0" 3 2 2 1 9 4
"comp31834_seq0" 4 2 0 6 6 1
"comp6947_seq0" 85 91 308.44 92.96 63 88
"comp1735_seq0" 175 187 210 191 178 364
"comp23878_seq1" 0 40 0 0 0 52
"comp25402_seq0" 0 0 0 0 2 0
"comp367_seq3" 538.42 350.07 454.06 311.89 372.68 55.4
"comp43102_seq0" 0 0 0 0 0 0
"comp31793_seq0" 3 13 2 3 4 60
"comp57164_seq0" 0 0 0 0 0 0
"comp23385_seq0" 0 0 0 1 3 13
"comp28094_seq0" 0 0 2 3 4 3
"comp49792_seq0" 0 0 0 0 0 0
"comp53681_seq0" 5 0 0 0 2 0
"comp53990_seq0" 0 0 0 3 0 2
"comp25916_seq0" 1 0 2 3 0 0
"comp28450_seq0" 4 2 5 0 1 0
"comp22898_seq0" 13 8 5 4 11 6
"comp10160_seq0" 63 22 93 47 72 68
"comp5028_seq1" 196.17 123.5 212.95 211.34 164.21 235.47
"comp27529_seq0" 0 0 3 0 1 0
"comp8694_seq0" 75 63 154 136 172 148
"comp10138_seq0" 6 12 5 4 11 3
"comp30556_seq0" 1 2 11 1 9 0
"comp3965_seq0" 198 110 324 181 184 220
"comp28252_seq0" 9 6 9 6 9 12
"comp21257_seq0" 29 8 17 41 24 49
"comp1330_seq3" 521.46 467.4 703.47 527.39 583.71 599.72
"comp58236_seq0" 0 0 0 0 0 0
"comp29836_seq0" 0 3 2 7 8 3
"comp14649_seq0" 36 38 11 27 47 76
"comp56288_seq0" 0 0 0 0 0 0
"comp51615_seq0" 0 0 0 0 0 0
"comp43043_seq0" 0 0 0 0 0 0
"comp43333_seq0" 1 1 0 1 0 0
"comp42857_seq0" 0 3 6 1 0 0
"comp57425_seq0" 0 1 1 0 0 0
"comp10217_seq0" 3 2 12 5 3 4
"comp56126_seq0" 0 0 0 0 0 0
"comp19_seq4" 222 186 539 603 236 228
"comp53354_seq0" 0 0 1 0 0 2
"comp57680_seq0" 0 0 1 0 0 0
"comp57991_seq0" 0 0 0 0 0 0
"comp34446_seq0" 0 3 18 4 1 0
"comp52797_seq0" 0 0 0 0 1 0
"comp52905_seq0" 0 0 0 0 0 3
"comp41298_seq0" 1 1 0 1 8 1
"comp1613_seq1" 475.15 464.47 726.84 426.78 544.89 573.88
"comp199_seq0" 12988.68 17682.78 17577.08 15244.01 19493.43 16368.23
"comp55175_seq0" 0 0 0 2 1 0
"comp26909_seq0" 0 0 3 1 1 1
"comp15583_seq0" 3 8 5 2 5 5
"comp48111_seq0" 0 0 0 0 0 0
"comp49731_seq0" 0 0 1 1 2 1
"comp32739_seq0" 0 5 2 2 1 7
"comp36368_seq0" 6 4 3 1 2 0
"comp10244_seq0" 11 8 15 8 11 4
"comp51204_seq0" 0 4 1 1 1 1
"comp11981_seq0" 96 64 67 129 86 98
"comp5231_seq3" 1 2 1 2 0 6
"comp549_seq8" 108.11 195.74 72.99 115.39 101.72 168.41
"comp36040_seq0" 3 6 0 0 0 0
"comp36330_seq0" 0 1 1 0 2 0
"comp12953_seq3" 0 0 6.93 0 0 41.87
"comp2021_seq3" 2 1.05 1.03 0 3 5.08
"comp34979_seq0" 1 3 0 16 0 6
"comp30929_seq0" 0 0 1 0 0 0
"comp23307_seq0" 1 2 1 2 3 1
"comp31983_seq0" 0 0 0 0 0 5
"comp29059_seq0" 1 0 0 2 7 4
"comp41461_seq0" 0 1 1 0 0 0
"comp35767_seq0" 2 4 6 11 14 1
"comp27956_seq0" 5 12 0 1 16 0
"comp678_seq0" 1530 910 932 1842 1291 1900
"comp57932_seq0" 1 0 0 0 0 0
"comp45066_seq0" 0 2 0 0 2 1
"comp35581_seq0" 0 0 0 3 3 0
"comp48541_seq0" 0 0 0 0 0 0
"comp53241_seq0" 0 0 0 0 0 0
"comp3888_seq2" 31.01 14.69 30.74 19.65 12.65 49.06
"comp15386_seq0" 10 12 13 10 5 17
"comp18737_seq0" 42 27 5 50 74 52
"comp19117_seq0" 4 44 3 6 12 61
"comp11732_seq0" 10 3 5 10 12 18
"comp4635_seq0" 234 151 233 173 211 211
"comp11273_seq0" 30 6 5 59 143 110
"comp1160_seq1" 2339 934 3486.43 999 1750.69 1032
"comp53780_seq0" 0 0 0 0 0 0
"comp29879_seq0" 20 1 4 0 2 3
"comp58279_seq0" 0 0 0 0 1 0
"comp8253_seq0" 9 1 12 13 5 8
"comp49982_seq0" 1 2 0 2 0 3
"comp14289_seq0" 47 78 36 68 86 120
"comp7562_seq0" 66 53 36 37 67 79
"comp56648_seq0" 0 0 0 0 3 0
"comp57442_seq0" 2 0 0 1 0 1
"comp57781_seq0" 1 0 0 0 0 0
"comp38806_seq0" 4 2 10 1 3 1
"comp1872_seq0" 259.3 203.86 302.55 218.15 277.25 270.19
"comp5078_seq0" 23 15 29 19 14 8
"comp12296_seq0" 22.37 0 14.06 12.03 4.3 1.08
"comp57567_seq0" 0 1 0 0 1 0
"comp52987_seq0" 0 0 0 0 0 0
"comp31271_seq0" 0 6 2 5.54 0 4
"comp5918_seq1" 86 63 93 69 33 78
"comp57240_seq0" 0 0 0 0 3 0
"comp19238_seq0" 29 53 37 2 1 4
"comp54810_seq0" 0 0 0 0 0 0
"comp19462_seq0" 31 18 42 40 53 64
"comp6733_seq0" 151 104 144 247 167 225
"comp19547_seq0" 3 2 12 12 11 7
"comp50716_seq0" 0 0 2 4 1 5
"comp7008_seq0" 47.9 54.38 71.68 65.26 57.23 109.24
"comp22_seq3" 116395.56 182915.13 86222.72 123689.98 211270.01 121858.6
"comp32153_seq1" 6 3 4 2 10 11
"comp41495_seq0" 2 0 3 1 0 0
"comp49013_seq0" 0 0 0 2 1 0
"comp56620_seq0" 0 0 0 0 0 0
"comp50111_seq0" 0 2 0 0 0 0
"comp35901_seq0" 0 0 1 0 4 0
"comp30469_seq0" 2 3 2 3 2 8
"comp45523_seq0" 0 2 0 0 2 1
"comp9473_seq1" 0 3.19 3.56 0 0 0
"comp31503_seq0" 2 1 2 0 1 0
"comp57228_seq0" 2 1 0 0 0 0
"comp54451_seq0" 0 0 0 0 0 0
"comp23802_seq0" 6 14 13 19 6 1
"comp1409_seq0" 1231 765 1330 820 1193 1025
"comp56485_seq0" 0 1 0 0 1 1
"comp57186_seq0" 1 1 0 0 0 0
"comp41921_seq0" 1 6 0 3 3 3
"comp9297_seq1" 125.14 138.58 125.48 164.92 165.05 145.52
"comp1956_seq0" 221.04 239.63 157.22 197.53 248.75 302.07
"comp8586_seq1" 56 58 61 51 81 58
"comp39675_seq0" 0 0 0 0 0 1
"comp13301_seq1" 81 37 77 35 53 54
"comp11501_seq0" 41 25 51 58 53 76
"comp29304_seq0" 13.85 11.73 2.31 1 0 6.23
"comp9537_seq0" 18 14 5 29 25 64
"comp50541_seq0" 0 0 2 0 0 0
"comp26090_seq0" 0 0 1 1 2 1
"comp3485_seq1" 430 273 1041 531 426 709
"comp15903_seq0" 11 4 4 12 5 0
"comp12019_seq0" 22 9 5 23 38 40
"comp5710_seq2" 150 141 176 150 176 184
"comp5754_seq0" 226 179 230 172 226 174
"comp26589_seq0" 5 13 3 3 9 5
"comp2995_seq1" 329.77 347.69 1586.75 373.85 620.45 637.39
"comp45326_seq0" 0 0 0 0 0 3
"comp22157_seq0" 23.28 37 4 31 7.79 29
"comp13114_seq0" 61 52 57 77 59 122
"comp17375_seq0" 22 8 15 21 24 6
"comp52507_seq0" 0 3 3 1 1 2
"comp44229_seq0" 1 0 3 5 3 3
"comp40279_seq0" 1 1 11 0 0 0
"comp31306_seq0" 5 2 1 1 0 0
"comp19922_seq0" 6 3 16 6 14 9
"comp20008_seq0" 0 13 1 0 4 2
"comp12020_seq1" 42 52 47 44 23 62
"comp3574_seq0" 11.52 14.88 10.14 6.71 14.59 32.98
"comp4878_seq0" 73 91 140 20 52 15
"comp1375_seq4" 519.64 268.16 443.66 472.42 388.47 310.85
"comp768_seq1" 188 136 154 173 194 226
"comp49502_seq0" 0 0 0 0 1 0
"comp42198_seq0" 0 0 0 0 0 0
"comp49136_seq0" 0 0 0 0 0 0
"comp2600_seq1" 537.58 334.85 1448.73 517.8 601.7 716.79
"comp36028_seq0" 0 0 0 0 2 0
"comp55974_seq0" 2 0 0 0 0 0
"comp38017_seq0" 0 0 0 0 0 3
"comp31012_seq0" 1 0 2 0 0 11
"comp3138_seq2" 172.88 112.33 177.49 70.92 32.06 73.91
"comp13544_seq0" 81 49 90 85 50 60
"comp40624_seq0" 0 18 1 1 4 3
"comp52104_seq0" 0 0 0 0 1 1
"comp21797_seq1" 4 3 7 12 27.76 15.22
"comp44674_seq0" 8 0 4 1 0 0
"comp28578_seq0" 3 3 2 1 1 7
"comp34863_seq0" 1 5 3 6 8 6
"comp56407_seq0" 0 0 2 1 4 1
"comp34182_seq0" 1 2 3 8 4 4
"comp19435_seq0" 2 0 0 0 1 0
"comp504_seq1" 3471.16 4750.79 4334.55 2484.52 5095.73 2256.54
"comp22554_seq0" 11 10 5 17 3 12
"comp38334_seq0" 1 7 10 0 0 2
"comp56721_seq0" 0 0 0 0 3 0
"comp7897_seq0" 60.61 50.44 54.88 48.26 50.78 47.03
"comp38044_seq0" 0 0 0 0 0 0
"comp45084_seq0" 4 0 0 0 0 1
"comp21743_seq0" 1 1 4 4 9 9
"comp13517_seq0" 1 1 24 6 4 0
"comp59211_seq0" 1 2 0 0 6 0
"comp28811_seq0" 0 10 3 2 5 1
"comp33256_seq0" 3 1 2 1 2 1
"comp13147_seq0" 32.29 22.02 24.05 37.28 54.14 45.24
"comp9423_seq0" 16 14 50 18 22 21
"comp46375_seq0" 0 1 0 1 2 1
"comp1215_seq3" 282 210 223 342 217 214
"comp14861_seq0" 6 0 1 8 3 6
"comp18006_seq1" 34 33 42 37 46 39
"comp20774_seq0" 7.18 2.05 13.91 15.44 23.16 2.29
"comp52585_seq0" 0 1 0 1 0 0
"comp57965_seq0" 3 0 0 0 0 0
"comp3524_seq1" 287 265 358 151 170 318
"comp12173_seq0" 38 15 24 36 63 75
"comp21970_seq0" 3 4 8 11 10 16
"comp24724_seq0" 2 2 2 1 4 3
"comp42352_seq0" 0 0 3 4 2 0
"comp23746_seq1" 2 16 12 4 11 0
"comp40236_seq0" 4 3 0 0 0 0
"comp24496_seq0" 12 4 14 8 6 5
"comp1550_seq8" 363.73 622.39 923.28 934.86 1407.48 844.12
"comp32848_seq0" 4.07 8.07 2.05 8.08 7.08 7.2
"comp22489_seq0" 12 6 4 8 9 5
"comp10539_seq1" 103 62 101 201 203 219
"comp15364_seq0" 53 0.01 0.02 46 0 37
"comp2550_seq0" 224.59 215.43 239.51 210.6 249.73 318.76
"comp53009_seq0" 0 0 1 0 0 0
"comp49179_seq0" 4 0 0 0 0 0
"comp32171_seq0" 2 1 2 0 0 0
"comp29963_seq0" 3 3 9 14 22 14
"comp5515_seq0" 64 33 67 28 32 37
"comp11196_seq0" 66 11 38 40 31 54
"comp25022_seq0" 0 0 0 0 1 0
"comp147_seq0" 8517 7069 6417 5257 5839 7007
"comp33531_seq0" 0 0 0 0 0 1
"comp800_seq1" 996.54 1029.62 1883.73 1118.35 1470.85 1071.21
"comp29512_seq0" 0 0 0 0 2 1
"comp44931_seq0" 0 0 0 1 5 0
"comp4601_seq1" 0 0 0 0 2 2
"comp19885_seq0" 3 0 2 0 5 2
"comp3882_seq8" 16.51 0 0 12.39 17.75 14.99
"comp20225_seq0" 0 0 2 4 1 0
"comp21065_seq1" 11 12 19 10 9 33
"comp20682_seq0" 22 5 35 8 19 13
"comp24275_seq0" 6 2 7 1 6 6
"comp9172_seq1" 8.64 23.55 13 11.85 7.69 20.91
"comp52325_seq0" 3 0 0 1 0 0
"comp37568_seq0" 1 1 0 0 3 0
"comp32988_seq0" 0 0 0 0 5 20
"comp9860_seq0" 29 24 26 18 29 61
"comp42771_seq0" 0 0 0 0 1 0
"comp15404_seq0" 51 22 57 54 31 42
"comp39779_seq0" 0 0 0 0 0 1
"comp11097_seq0" 105 101.77 97.67 89.9 108.05 85.91
"comp18092_seq0" 17 14.26 0 9.53 19.7 7.11
"comp36647_seq0" 5 0 3 6 1 4
"comp47977_seq0" 0 0 0 0 2 5
"comp3589_seq0" 26.62 20.8 34.1 88.19 91.09 290.09
"comp55692_seq0" 0 0 0 1 0 1
"comp37530_seq0" 0 0 0 0 0 0
"comp40018_seq0" 0 0 0 2 0 0
"comp29142_seq0" 0 0 14 0 0 0
"comp13533_seq0" 32.92 59.98 23.03 80 79 45
"comp11333_seq1" 57 42 80 54 47 29
"comp36205_seq0" 3 3 2 0 0 1
"comp18254_seq0" 15.41 22.33 8.64 18.77 25.33 23.3
"comp25867_seq0" 8 2 1 3 2 1
"comp56367_seq0" 0 0 0 0 0 0
"comp41239_seq0" 0 0 0 0 4 3
"comp49314_seq0" 0 0 0 1 0 0
"comp44782_seq0" 0 0 0 0 0 0
"comp26953_seq0" 12 10 4 0 7 11
"comp44441_seq0" 3 0 0 2 3 0
"comp52091_seq0" 0 0 0 1 2 0
"comp6653_seq0" 110 98 145 89 137 87
"comp57005_seq0" 2 2 3 0 0 2
"comp6356_seq1" 0 0 7.95 0 0 2.3
"comp12278_seq0" 90 31 25 3 21 25
"comp29003_seq0" 13 5 9 27 27 31
"comp55473_seq0" 0 0 1 1 3 1
"comp22621_seq0" 2 0 1 0 1 0
"comp53969_seq0" 0 0 0 0 0 0
"comp55730_seq0" 0 0 0 0 0 0
"comp11102_seq1" 2.47 3.09 2.54 2.21 0 3.92
"comp10199_seq0" 84.06 69.94 110.55 129.48 93.96 126.18
"comp13336_seq0" 18 0 11 10 24 27
"comp43812_seq0" 4 0 2 5 3 1
"comp40551_seq0" 0 0 4 0 0 0
"comp22839_seq0" 11 11 16 4 10 6
"comp8957_seq0" 2.19 0 21.13 18.47 0 5.43
"comp1587_seq1" 817.97 923 1123 695.98 806.92 886.98
"comp55768_seq0" 0 0 1 0 0 10
"comp4755_seq0" 151.17 106.12 224.39 137.74 201.94 174.02
"comp13046_seq0" 50 38 44 60 58 47
"comp1655_seq0" 356 181 258 303 271 253
"comp4902_seq0" 219 212 236 161 180 262
"comp25335_seq0" 1 0 2 6 3 0
"comp19807_seq0" 70 17 41 39 30 46
"comp56835_seq0" 0 0 4 0 0 0
"comp6243_seq0" 173 87 89 172 148 290
"comp57123_seq0" 1 0 0 0 4 1
"comp20440_seq0" 8 8 1 7 7 3
"comp25045_seq0" 11 8 18 18 6 12
"comp4551_seq0" 25 43 37 19 28 25
"comp1592_seq2" 60 35 48 59 57 50
"comp52342_seq0" 0 0 0 0 3 0
"comp4966_seq4" 31.15 52 75 38 38.88 13
"comp31466_seq0" 1 0 0 1 0 0
"comp38546_seq0" 2 0 0 3 0 0
"comp20242_seq0" 0 0 0 5 0 1
"comp16790_seq1" 1 5 2 0 1 0
"comp52032_seq0" 0 0 0 0 0 0
"comp35061_seq0" 0 0 4 0 0 0
"comp45586_seq0" 0 0 2 4 3 2
"comp15063_seq0" 2 3 6 1 16 2
"comp49037_seq0" 1 0 0 0 0 3
"comp5345_seq2" 95.7 109.69 155.59 124.35 147.61 187.73
"comp49347_seq0" 0 1 0 0 1 0
"comp39736_seq0" 1 0 0 0 0 0
"comp36287_seq0" 3 3 0 3 2 8
"comp38116_seq0" 0 0 0 1 0 0
"comp24550_seq0" 1 0 3 8 3 7
"comp42670_seq0" 0 1 0 0 0 0
"comp2344_seq0" 968.74 566.13 1698.51 987.72 813.36 1165
"comp32798_seq0" 4 7 0 0 0 7
"comp29125_seq0" 6 0 1 5 0 10
"comp3818_seq0" 314 190 524.96 285 386 360.94
